0.001,-0.05,0.02,0.99,-0.01,0.20,0.08
0.002,-0.02,0.01,1.00,-0.13,0.01,0.08
0.003,-0.02,0.03,1.02,-0.13,0.14,-0.04
0.003,0.02,-0.02,1.02,-0.01,-0.11,0.14
0.004,-0.05,-0.03,1.04,0.23,0.20,0.14
0.004,0.01,-0.01,1.06,0.17,0.08,-0.04
0.005,-0.01,-0.04,0.98,0.23,0.08,-0.04
0.005,0.01,-0.01,0.95,-0.19,-0.29,0.08
0.006,-0.00,0.00,0.93,-0.38,0.08,0.08
0.006,0.02,0.01,0.98,-0.50,-0.05,0.02
0.006,0.04,0.02,1.04,-0.26,-0.05,0.02
0.006,0.02,-0.01,1.08,0.23,-0.17,0.26
0.007,0.05,-0.01,1.09,0.48,0.08,-0.10
0.007,-0.02,0.03,0.96,0.11,-0.23,-0.04
0.007,0.06,-0.01,0.94,0.05,0.14,0.02
0.007,0.01,0.01,1.03,-0.38,-0.23,-0.04
0.008,0.09,0.03,1.03,-0.07,-0.23,0.20
0.008,0.02,-0.01,0.97,0.23,0.08,-0.10
0.008,0.00,-0.01,1.07,0.11,-0.05,-0.04
0.043,-0.04,0.03,1.02,-0.01,0.14,-0.10
0.146,0.04,0.02,0.96,0.17,0.01,-0.04
0.25,-0.06,0.02,1.03,0.11,0.01,-0.04
0.354,0.04,0.02,1.02,-0.07,-0.23,-0.16
0.459,-0.05,-0.03,0.98,-0.01,-0.17,-0.04
0.563,0.00,-0.03,1.03,0.11,-0.11,0.14
0.666,-0.02,0.01,0.93,0.11,0.14,-0.10
0.77,0.03,-0.01,1.00,0.05,0.01,-0.10
0.875,-0.01,-0.00,0.91,-0.07,0.32,-0.10
0.979,0.02,-0.01,0.97,-0.26,-0.29,-0.22
1.082,-0.01,0.00,1.01,0.11,0.26,0.08
1.186,0.05,0.01,1.04,0.23,-0.17,0.02
1.29,0.04,0.02,0.98,0.17,0.14,0.02
1.395,0.05,0.01,0.96,-0.01,-0.05,-0.10
1.498,0.03,0.00,1.01,-0.13,0.14,0.08
1.603,-0.01,0.00,0.98,-0.13,-0.35,0.08
1.706,0.01,0.03,1.05,0.35,0.08,-0.04
1.811,-0.01,-0.02,1.00,0.17,-0.11,0.08
1.914,0.01,0.00,1.04,0.11,-0.05,0.02
2.019,-0.03,0.02,0.95,-0.26,-0.05,-0.04
2.123,-0.01,-0.03,1.00,-0.13,0.26,0.08
2.227,-0.06,0.00,0.98,-0.19,-0.17,-0.04
2.33,0.02,0.01,1.09,0.23,-0.29,0.20
2.434,-0.03,0.00,0.92,0.29,0.01,0.02
2.539,0.04,-0.01,1.00,-0.13,0.14,-0.22
2.643,-0.05,0.02,1.01,-0.13,0.08,-0.10
2.747,0.04,-0.03,1.06,0.05,-0.11,0.08
2.851,-0.03,0.02,0.96,0.54,0.26,-0.10
2.954,0.04,0.01,0.96,0.05,-0.05,-0.16
3.059,-0.03,0.00,0.90,-0.50,0.08,-0.04
3.163,0.04,-0.02,1.01,-0.74,-0.35,0.08
3.267,-0.02,0.01,1.09,-0.26,0.20,0.02
3.37,0.00,0.01,1.08,0.17,0.01,-0.16
3.474,0.01,0.00,1.01,0.35,0.08,0.02
3.579,0.02,0.00,0.92,-0.19,-0.17,-0.22
3.683,-0.02,0.01,0.94,-0.74,0.20,0.02
3.787,-0.04,-0.00,0.98,-0.56,-0.23,-0.10
3.891,-0.02,0.01,1.08,-0.01,0.26,-0.04
3.995,-0.04,0.02,1.01,0.11,0.14,-0.10
4.099,-0.00,-0.01,0.92,-0.01,0.20,-0.04
4.203,-0.05,0.01,0.95,-0.44,-0.11,-0.04
4.307,0.01,-0.01,1.00,-0.01,0.14,-0.16
4.411,-0.03,-0.01,1.04,-0.07,0.01,0.02
4.514,0.00,-0.01,1.02,0.23,0.08,0.02
4.619,-0.04,-0.01,0.97,-0.13,0.14,0.20
4.723,-0.01,0.01,0.96,0.42,0.08,0.14
4.827,-0.03,-0.00,0.93,-0.26,0.01,0.08
4.931,0.06,-0.00,0.99,-0.13,0.08,-0.04
5.035,0.00,0.01,1.02,-0.13,-0.11,0.20
5.139,0.03,0.01,1.06,0.11,-0.17,-0.16
5.243,-0.01,-0.00,0.99,0.35,0.20,-0.04
5.346,0.04,0.03,1.04,0.11,0.20,0.02
5.451,0.01,-0.00,0.91,-0.01,0.08,-0.04
5.555,0.03,0.00,0.94,0.35,0.01,-0.04
5.659,-0.06,0.02,0.96,-0.13,0.14,0.14
5.763,0.06,0.01,0.97,-0.32,-0.17,0.02
5.867,-0.01,-0.00,1.04,-0.56,-0.05,0.02
5.971,0.02,0.03,1.00,-0.44,-0.23,-0.10
6.074,0.01,0.01,1.05,0.23,0.26,0.02
6.178,0.03,0.01,0.99,-0.01,-0.11,0.02
6.282,0.01,0.00,0.99,0.35,0.01,0.02
6.387,-0.02,0.01,0.98,-0.13,-0.05,0.08
6.491,0.02,-0.01,1.05,-0.44,0.14,-0.10
6.595,-0.06,-0.00,1.05,-0.01,-0.11,0.14
6.699,0.04,-0.04,1.03,-0.13,0.20,-0.16
6.803,-0.04,-0.01,1.07,0.05,0.08,-0.04
6.907,0.04,0.00,1.03,0.48,0.01,-0.10
7.011,-0.02,0.01,1.02,0.66,-0.05,0.02
7.114,0.01,0.01,1.01,0.78,0.14,-0.29
7.219,-0.01,0.00,0.91,0.29,-0.17,0.26
7.323,0.02,0.01,0.99,-0.01,-0.11,0.08
7.426,0.01,0.01,0.97,-0.19,0.01,0.02
7.53,0.06,-0.03,1.03,0.17,0.08,0.02
7.635,-0.02,-0.03,1.02,-0.13,-0.05,0.08
7.738,0.05,0.01,1.02,0.05,-0.17,-0.16
7.843,0.03,0.00,1.02,-0.07,0.08,-0.04
7.947,0.06,0.01,0.95,-0.01,-0.05,-0.10
8.05,0.04,0.01,0.97,0.17,0.14,0.08
8.155,0.03,0.02,1.00,0.17,-0.23,-0.10
8.258,0.01,0.01,0.96,0.05,0.20,0.02
8.363,0.05,-0.02,1.02,-0.19,-0.05,0.08
8.467,0.02,0.03,1.09,-0.26,0.08,0.02
8.571,0.01,-0.02,1.04,0.29,0.08,-0.04
8.675,-0.01,0.02,0.99,0.05,-0.17,0.14
8.779,0.00,0.03,0.91,0.11,0.14,-0.10
8.883,-0.02,0.00,0.92,-0.07,0.14,-0.04
8.987,-0.03,-0.03,1.00,-0.01,-0.17,0.14
9.091,-0.02,0.01,1.03,-0.07,0.01,-0.10
9.195,-0.06,-0.00,0.99,-0.13,-0.35,0.26
9.299,-0.01,-0.02,0.99,0.17,0.14,0.02
9.403,-0.03,0.00,0.99,0.11,-0.41,0.14
9.507,-0.00,-0.02,0.97,-0.01,0.08,-0.10
9.611,-0.02,0.04,0.97,-0.07,-0.17,-0.04
9.715,0.02,0.01,0.95,-0.07,0.01,0.02
9.819,-0.01,0.00,0.99,-0.19,0.14,-0.22
9.923,-0.01,-0.01,1.01,0.05,-0.05,-0.10
10.026,0.01,0.00,0.98,0.23,0.01,0.08
10.13,0.03,0.01,1.02,0.23,0.08,-0.04
10.235,0.01,0.05,1.00,0.11,-0.17,0.20
10.339,0.05,-0.02,1.03,0.17,-0.29,-0.10
10.443,0.00,-0.01,1.00,-0.13,0.14,-0.04
10.547,0.06,0.02,1.02,0.11,-0.17,0.14
10.651,-0.00,-0.00,0.97,0.05,-0.11,0.20
10.755,0.04,-0.01,0.98,0.05,0.01,-0.04
10.859,-0.00,0.01,0.97,0.17,0.01,-0.10
10.963,-0.01,-0.01,0.99,-0.44,-0.17,0.14
11.067,-0.01,-0.03,1.03,0.05,0.38,0.08
11.171,0.02,-0.01,1.04,0.05,0.01,-0.04
11.275,-0.05,0.00,1.03,0.11,0.01,-0.04
11.379,-0.02,-0.00,0.99,-0.01,0.20,0.20
11.483,-0.01,-0.01,0.96,-0.26,0.26,0.08
11.587,-0.01,0.03,0.99,-0.13,-0.05,0.26
11.691,-0.04,-0.03,1.01,-0.19,0.14,-0.22
11.795,0.00,0.02,0.98,-0.07,0.14,-0.16
11.899,-0.03,0.01,1.00,0.17,0.14,0.08
12.003,-0.03,0.01,1.03,-0.01,0.01,-0.16
12.107,-0.18,-0.08,-1.85,-10.27,3.19,0.32
12.211,0.03,-0.06,1.00,-2.45,-0.35,-0.10
12.315,0.08,-0.01,0.70,2.43,0.50,0.02
12.419,0.02,-0.03,1.14,-4.22,-0.60,0.02
12.523,0.03,-0.03,1.22,-1.66,-0.05,-0.04
12.627,0.01,-0.05,0.94,2.86,0.20,-0.04
12.731,0.05,0.00,0.25,1.58,1.30,0.02
12.835,0.49,0.07,1.86,3.28,-0.72,-0.29
12.939,-0.25,-0.09,1.56,8.11,-0.29,0.02
13.043,0.17,0.06,0.04,2.67,-0.05,-0.10
13.147,-0.05,0.00,0.24,-2.15,-0.17,-0.22
13.251,0.04,0.01,1.32,-0.87,-0.66,0.02
13.355,0.02,-0.04,1.34,-0.44,-0.23,-0.16
13.459,-0.01,-0.02,0.91,1.15,0.26,0.20
13.563,-0.02,-0.03,0.65,-5.50,-0.11,0.20
13.667,-0.04,-0.04,1.67,-3.00,0.93,-0.35
13.771,4.19,0.50,9.22,-14.05,4.90,-2.67
13.875,-0.61,-0.35,9.99,39.11,1.17,-0.47
13.979,0.54,0.20,0.11,50.04,0.56,-0.16
14.083,-0.13,0.15,-5.18,17.20,0.93,-0.16
14.187,0.07,0.17,-4.88,-16.61,-0.11,-0.04
14.291,-0.03,0.09,-0.22,-32.36,-0.11,0.20
14.395,-0.05,-0.06,4.41,-17.53,-0.66,0.14
14.499,0.78,0.09,-0.78,4.20,0.38,-0.41
14.603,0.01,-0.00,0.80,-0.74,-0.35,0.08
14.707,0.03,-0.03,1.21,-2.09,0.01,0.08
14.811,0.00,-0.01,0.31,-6.85,-1.14,0.02
14.915,0.42,-0.26,1.92,-19.18,2.27,0.26
15.019,1.45,0.15,21.29,-5.75,-1.76,-0.29
15.123,-0.58,-0.17,19.10,100.21,2.09,-0.29
15.227,-0.18,0.37,1.23,122.43,0.63,-0.22
15.331,0.30,0.66,-10.71,46.56,0.38,-0.16
15.435,-0.01,0.42,-10.71,-32.91,-0.84,0.32
15.539,0.12,0.35,-3.26,-71.12,-1.27,0.39
15.643,-0.06,-0.05,7.08,-48.96,-1.39,0.39
15.747,-0.06,-0.25,10.38,1.94,-0.17,-0.04
15.851,-0.10,-0.10,6.26,38.68,0.50,0.02
15.955,-0.71,0.09,-7.83,-0.13,8.50,1.06
16.059,-0.03,-0.08,1.04,-0.01,0.20,-0.16
16.163,0.01,-0.02,0.90,-1.35,-0.23,0.08
16.267,-0.27,-0.12,0.61,-18.26,-0.72,-0.10
16.371,4.34,1.30,-10.71,-55.13,-7.61,-2.12
16.475,-0.44,0.91,-10.71,-146.86,0.63,0.32
16.579,-0.52,-0.03,10.21,-91.56,-5.23,1.18
16.683,0.38,-0.13,16.25,-24.00,-0.23,-0.10
16.787,-0.42,-0.30,13.52,56.14,0.69,-0.22
16.891,0.13,0.22,1.33,73.78,1.36,-0.22
16.995,0.07,0.31,-7.39,35.14,1.66,-0.04
17.099,0.13,0.24,-8.13,-17.10,0.50,0.02
17.203,0.08,0.14,-2.13,-44.20,-0.41,-0.04
17.307,-0.02,-0.06,4.64,-31.93,-0.60,0.08
17.411,0.04,-0.05,0.18,4.32,0.01,0.20
17.515,-0.01,-0.09,1.00,-2.51,0.08,0.08
17.619,0.04,-0.10,0.84,-5.32,-0.41,0.02
17.723,-0.24,-0.27,5.77,-9.96,-3.34,-0.65
17.827,-3.34,-1.72,21.29,135.85,-2.30,0.63
17.931,1.25,1.24,8.08,173.08,3.25,-0.96
18.035,-0.08,1.00,-10.71,104.97,3.92,-0.35
18.139,-0.05,0.57,-10.71,9.57,0.50,0.14
18.243,0.32,0.68,-10.71,-81.98,-0.60,0.32
18.347,-0.19,0.21,2.66,-87.72,-1.82,0.45
18.451,-0.08,-0.17,11.89,-36.02,-1.27,0.02
18.555,-0.04,-0.25,11.72,26.17,0.44,-0.41
18.659,-0.04,0.02,4.18,54.43,0.87,-0.29
18.763,0.11,0.20,-3.58,36.73,1.17,-0.29
18.867,0.02,0.21,-6.15,-3.12,0.14,-0.10
18.971,0.10,0.15,-2.83,-30.10,-0.72,0.02
19.075,0.09,0.08,3.81,-13.50,1.11,-0.53
19.179,-0.33,-0.08,1.04,-0.13,0.14,-0.04
19.283,0.02,0.01,1.08,-1.29,-0.11,0.26
19.387,0.05,-0.03,0.95,-0.13,-0.17,0.08
19.491,-0.03,-0.03,0.97,-1.96,0.01,0.08
19.595,0.05,-0.08,0.96,-3.43,-0.23,-0.04
19.699,1.29,0.64,3.44,213.06,-0.23,0.39
19.803,1.47,1.50,-10.71,54.98,2.15,-0.16
19.907,-0.52,0.59,-10.71,-59.28,1.24,0.02
20.011,0.10,0.49,-4.99,-98.09,-2.18,0.39
20.115,0.04,0.09,8.66,-75.39,-1.39,0.14
20.219,-0.28,-0.38,14.22,-2.45,-0.72,0.20
20.323,-0.03,-0.13,9.07,49.55,0.93,-0.16
20.427,-0.07,0.19,-0.11,54.00,1.05,-0.35
20.531,0.14,0.24,-6.19,19.46,0.99,-0.04
20.635,0.01,0.21,-5.64,-21.13,0.01,0.20
20.739,-0.01,0.06,-0.28,-35.11,-0.60,0.14
20.843,-0.07,-0.07,4.61,-19.66,-0.96,-0.04
20.947,-0.02,-0.13,5.63,6.52,0.38,-0.10
21.051,-0.07,0.00,2.96,21.41,0.32,-0.22
21.155,0.05,0.09,-0.76,16.53,0.50,-0.04
21.259,0.04,0.08,-2.16,-0.74,0.20,-0.10
21.363,0.03,0.07,-0.60,-13.19,-0.17,0.26
21.467,-0.03,0.03,1.70,-12.22,-0.05,0.39
21.571,0.03,-0.06,2.90,-2.15,0.01,-0.04
21.675,-0.02,0.00,2.39,7.25,0.32,-0.04
21.779,0.03,-0.04,0.82,9.08,-0.11,-0.04
21.883,0.01,0.04,-0.25,2.74,0.38,-0.10
21.987,0.03,0.03,-0.07,-4.16,0.01,0.02
22.091,0.00,-0.02,0.95,-5.93,0.01,0.02
22.195,0.02,-0.02,1.74,-2.57,-0.35,0.08
22.299,-0.00,-0.03,1.74,2.19,-0.17,-0.04
22.403,-0.03,-0.02,1.15,3.77,-0.05,-0.04
22.507,-0.00,0.02,0.54,2.06,0.20,0.08
22.611,-0.00,0.02,0.51,-1.11,-0.11,-0.10
22.715,0.01,-0.01,0.92,-2.57,0.20,-0.16
22.819,-0.01,-0.01,1.29,-1.78,0.26,-0.10
22.923,-0.02,-0.02,1.36,0.54,0.26,-0.04
23.027,0.02,-0.01,1.16,1.64,-0.11,0.02
23.131,0.04,0.00,0.87,1.33,0.01,-0.04
23.235,-0.01,0.01,0.78,-0.19,-0.17,0.14
23.339,0.06,0.00,0.91,-0.68,-0.05,-0.10
23.443,-0.00,0.01,1.09,-0.99,-0.05,0.14
23.547,0.03,0.00,1.19,0.17,-0.17,0.08
23.651,0.01,0.00,1.11,0.60,-0.05,0.08
23.755,0.04,0.03,0.99,0.66,0.01,0.08
23.859,-0.01,0.01,0.84,-0.19,0.01,0.02
23.963,0.03,-0.00,0.96,-0.38,-0.17,0.08
24.067,-0.01,0.02,1.05,-0.07,0.08,0.02
24.171,0.00,-0.03,1.12,0.05,0.01,0.02
24.275,-0.01,0.01,1.01,-0.07,0.20,0.02
24.379,-4.17,-0.70,6.13,80.07,-0.47,2.52
24.483,0.06,0.26,1.05,57.30,1.85,-0.35
24.587,-0.43,0.12,-5.30,33.31,1.42,-0.04
24.691,0.18,0.26,-7.07,-11.24,0.50,-0.04
24.795,-0.02,0.12,-2.05,-37.24,-0.35,0.20
24.899,-0.02,-0.04,3.70,-27.23,-0.60,0.02
25.003,-0.05,-0.14,5.88,-0.56,-0.35,0.08
25.107,-0.07,-0.06,4.02,20.31,0.38,-0.16
25.211,0.01,0.02,0.22,20.44,0.14,-0.10
25.315,0.08,0.11,-1.99,4.44,0.44,0.08
25.419,0.00,0.06,-1.26,-11.49,-0.66,0.02
25.523,-0.02,0.00,1.21,-13.87,-0.23,-0.16
25.627,-0.00,-0.06,2.90,-4.71,-0.41,0.02
25.731,-0.01,-0.04,2.63,6.40,-0.05,0.08
25.835,0.00,-0.01,1.12,9.39,0.14,-0.16
25.939,0.03,0.03,-0.18,4.20,0.01,0.02
26.043,-0.01,0.03,-0.16,-3.37,0.01,0.02
26.147,0.05,0.00,0.84,-6.11,0.08,0.08
26.251,-0.04,-0.02,1.74,-3.12,-0.17,0.02
26.355,-0.00,0.00,1.76,1.88,0.08,0.08
26.459,-0.04,0.00,1.19,4.14,-0.05,0.14
26.563,0.02,0.04,0.52,2.43,0.14,-0.22
26.667,-0.06,0.04,0.42,-1.17,-0.05,-0.04
26.771,-0.00,0.01,0.76,-2.88,-0.23,-0.04
26.875,-0.05,-0.01,1.24,-2.03,0.08,0.02
26.979,-0.02,-0.02,1.41,0.78,-0.17,-0.22
27.083,-0.01,-0.02,1.09,1.94,-0.17,0.02
27.187,0.04,-0.01,0.81,1.21,-0.17,-0.16
27.291,-0.02,0.01,0.72,-0.13,-0.11,-0.10
27.395,0.03,0.00,0.85,-1.48,0.20,-0.29
27.499,0.02,0.01,1.14,-0.80,0.14,-0.10
27.603,0.03,0.04,1.15,0.17,-0.23,0.02
27.707,0.03,0.01,1.09,0.66,0.01,-0.29
27.811,0.01,0.00,0.94,0.42,-0.11,-0.04
27.915,2.14,1.91,8.36,-86.99,14.24,-1.87
28.019,3.12,0.87,-1.58,73.90,4.65,-2.91
28.123,-0.25,-0.17,5.79,60.29,0.32,-0.35
28.227,0.58,0.32,-4.39,35.88,0.99,-0.22
28.331,-0.02,0.19,-5.93,-3.37,0.99,0.20
28.435,0.13,0.17,-2.59,-29.67,-0.53,0.14
28.539,0.02,-0.01,2.84,-27.48,-0.72,0.08
28.643,-0.01,-0.11,5.37,-4.34,-0.29,-0.04
